source_record_id,source_image_path,source_annotation_path,source_subtype_labels,source_subtype_counts,mapped_object_count,mapped_object_label_counts,road_marking_present,sha256,exact_duplicate_group_id,duplicate_role,selection_rule,candidate_status
85c,data/raw/v2/ceymo/train/extracted/train/images/85c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/85c.xml,SA,SA:2,2,road_marking:2,yes,bd20432170d72d260d7f855b11dac6b1ad39596c0ac3a5c57968b44e961dbafe,,unique,audited_source_training_record,pre_split_source_candidate
85d,data/raw/v2/ceymo/train/extracted/train/images/85d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/85d.xml,SA,SA:2,2,road_marking:2,yes,38914280a48663b39dafc982ae37dc4c022abb956e39d5703aab8cf13696e9a7,,unique,audited_source_training_record,pre_split_source_candidate
86,data/raw/v2/ceymo/train/extracted/train/images/86.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/86.xml,BL;SA,BL:1;SA:3,4,road_marking:4,yes,efec25e4d0388e421b2212e2c210ad9ab93788d236bc000b5007d7ef2a124486,,unique,audited_source_training_record,pre_split_source_candidate
860,data/raw/v2/ceymo/train/extracted/train/images/860.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/860.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,684d09902537aac6d657101a1878263165f8dd4b07ede34932344951ad058803,,unique,audited_source_training_record,pre_split_source_candidate
860a,data/raw/v2/ceymo/train/extracted/train/images/860a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/860a.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,ea69fe0d5e99a69dfcafc1dcb773147de7248fa81785f46dbe3a7f168de66d87,,unique,audited_source_training_record,pre_split_source_candidate
860b,data/raw/v2/ceymo/train/extracted/train/images/860b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/860b.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,3f1a825108b8c820f71575ac20240a0263264c9e0a5de164d657ca76dc4e6679,,unique,audited_source_training_record,pre_split_source_candidate
861,data/raw/v2/ceymo/train/extracted/train/images/861.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/861.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,21a0d452996dbe52b1189a34e23c9d1e405ab618268fae2794b23cdf9bf59d08,,unique,audited_source_training_record,pre_split_source_candidate
861a,data/raw/v2/ceymo/train/extracted/train/images/861a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/861a.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,d275fc0fc7d85bc6bf59b74e97f4048aa40af54847081106aa1d5145881476df,,unique,audited_source_training_record,pre_split_source_candidate
861b,data/raw/v2/ceymo/train/extracted/train/images/861b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/861b.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,91b0c3b69426fca9ca1fca8c3025f1e67f776204ea9f46cd24bf2b707b97e2de,,unique,audited_source_training_record,pre_split_source_candidate
862,data/raw/v2/ceymo/train/extracted/train/images/862.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/862.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,4c03640b698e3c3d8a7ebc725a87e001c83f1306ad965fa2a47f5a52ecf9e2dc,,unique,audited_source_training_record,pre_split_source_candidate
862a,data/raw/v2/ceymo/train/extracted/train/images/862a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/862a.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,be6798c2e8abfdb8c9006a8d4a98554675317edfa9e9cce03cadaf6f3842186b,,unique,audited_source_training_record,pre_split_source_candidate
862b,data/raw/v2/ceymo/train/extracted/train/images/862b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/862b.xml,RA;SA,RA:1;SA:2,3,road_marking:3,yes,4d6e11a69e00570347e67f61073928b7aeb143ea88359f2ee7f9ab3211e28096,,unique,audited_source_training_record,pre_split_source_candidate
863,data/raw/v2/ceymo/train/extracted/train/images/863.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/863.xml,SA,SA:1,1,road_marking:1,yes,c06e5c037053e1b9b4fadd0012e2147ecf1a92ee379495d0ac0ae52bd6046739,,unique,audited_source_training_record,pre_split_source_candidate
863a,data/raw/v2/ceymo/train/extracted/train/images/863a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/863a.xml,SA,SA:1,1,road_marking:1,yes,f497160ff69d578c5e3931d404d19146cd7bb62c3d39580783af7cce23805ec0,,unique,audited_source_training_record,pre_split_source_candidate
863b,data/raw/v2/ceymo/train/extracted/train/images/863b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/863b.xml,SA,SA:1,1,road_marking:1,yes,ac4caae028be0722d5165e1b50e39baef9b6792e9ecddbc9b44ae6490cd11904,,unique,audited_source_training_record,pre_split_source_candidate
863c,data/raw/v2/ceymo/train/extracted/train/images/863c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/863c.xml,SA,SA:1,1,road_marking:1,yes,6ddaf380f67547f88aeb8b7f2d7f1bd626e5d4823f0619c4877f88961e02b8f9,,unique,audited_source_training_record,pre_split_source_candidate
863d,data/raw/v2/ceymo/train/extracted/train/images/863d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/863d.xml,SA,SA:1,1,road_marking:1,yes,dccc1b79d4e11884fd862f577c0d444cd3726bd524873e763c673ca25be2460f,,unique,audited_source_training_record,pre_split_source_candidate
864a,data/raw/v2/ceymo/train/extracted/train/images/864a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/864a.xml,DM,DM:2,2,road_marking:2,yes,9c3200524a7688ed0208dc645c6c17bba17ec432225b6ff3093dcf8e4d3b38c7,,unique,audited_source_training_record,pre_split_source_candidate
865,data/raw/v2/ceymo/train/extracted/train/images/865.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/865.xml,DM,DM:1,1,road_marking:1,yes,13d3ead718f14dc99e53177325f8f36868e868931a7bc38365cab72e14c466e2,,unique,audited_source_training_record,pre_split_source_candidate
865a,data/raw/v2/ceymo/train/extracted/train/images/865a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/865a.xml,DM,DM:2,2,road_marking:2,yes,b5452497f266fb8606b76f6195eb1e2be874676e3f47930d13d5e11b53a4cd57,,unique,audited_source_training_record,pre_split_source_candidate
866,data/raw/v2/ceymo/train/extracted/train/images/866.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/866.xml,DM,DM:2,2,road_marking:2,yes,8d7eca1a99adb5a6766ce6de2662c88f1dca49a7c77b5ad1e43e82a8b2d29df0,,unique,audited_source_training_record,pre_split_source_candidate
867a,data/raw/v2/ceymo/train/extracted/train/images/867a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/867a.xml,DM,DM:3,3,road_marking:3,yes,60d77ee3aa24f2c68a2ebcc1899771378448d26655087f1914e4abab668e306b,,unique,audited_source_training_record,pre_split_source_candidate
868,data/raw/v2/ceymo/train/extracted/train/images/868.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/868.xml,SA,SA:1,1,road_marking:1,yes,ab28aeec68227b0f1b387ad6a67ad4951ff2338271f59a18d6046a22604054f6,,unique,audited_source_training_record,pre_split_source_candidate
868a,data/raw/v2/ceymo/train/extracted/train/images/868a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/868a.xml,SA,SA:1,1,road_marking:1,yes,f4ba00b55309c668af5d2b42bb2b37870d76c50a11e66ffc6bfe1435046aecea,,unique,audited_source_training_record,pre_split_source_candidate
868b,data/raw/v2/ceymo/train/extracted/train/images/868b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/868b.xml,SA,SA:1,1,road_marking:1,yes,f891536b8188ce884df609a04b54bf45b8b4da3e808bb57bf029bbd209580435,,unique,audited_source_training_record,pre_split_source_candidate
868c,data/raw/v2/ceymo/train/extracted/train/images/868c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/868c.xml,SA,SA:1,1,road_marking:1,yes,5d8a8f468b786c08e55cc4d0bf0222f319d77579c46313f12eb4d1f25deb684b,,unique,audited_source_training_record,pre_split_source_candidate
868d,data/raw/v2/ceymo/train/extracted/train/images/868d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/868d.xml,RA;SA,RA:1;SA:1,2,road_marking:2,yes,29bda9a7332628bb5b17597cbc270bd419ad1d90d4d62f6f46a01c84810ce713,,unique,audited_source_training_record,pre_split_source_candidate
868e,data/raw/v2/ceymo/train/extracted/train/images/868e.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/868e.xml,RA;SA,RA:1;SA:1,2,road_marking:2,yes,c05cff80b869ce2fd18340b5a99da7a9027bd80336a0f5ce595ebce386a50674,,unique,audited_source_training_record,pre_split_source_candidate
86a,data/raw/v2/ceymo/train/extracted/train/images/86a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/86a.xml,BL;SA,BL:1;SA:3,4,road_marking:4,yes,20b9628ecf4d1504b7001ff64457a3b0c570fac6c525c2338b964cf8456f9f0a,,unique,audited_source_training_record,pre_split_source_candidate
86b,data/raw/v2/ceymo/train/extracted/train/images/86b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/86b.xml,BL;SA,BL:1;SA:3,4,road_marking:4,yes,0dce855424e3c5f127f948571e07dfd47ff91a3841a32cbdefcc0c4e557bd286,,unique,audited_source_training_record,pre_split_source_candidate
86c,data/raw/v2/ceymo/train/extracted/train/images/86c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/86c.xml,BL;SA,BL:1;SA:2,3,road_marking:3,yes,b26a6c9698fad831b4f38d4ce9283ce8f45c66d05aa933c3b059d0b90bb3bf20,,unique,audited_source_training_record,pre_split_source_candidate
86d,data/raw/v2/ceymo/train/extracted/train/images/86d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/86d.xml,BL;SA,BL:1;SA:2,3,road_marking:3,yes,e12be6e457d339aec1d0d934acce3f76fd1a896b717968c1745b717d98294c9a,,unique,audited_source_training_record,pre_split_source_candidate
87,data/raw/v2/ceymo/train/extracted/train/images/87.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/87.xml,PC,PC:1,1,road_marking:1,yes,9de4eb6c4dc519a19417d452967c1871e6061c3412db4ffd207e246d0cab61da,,unique,audited_source_training_record,pre_split_source_candidate
870,data/raw/v2/ceymo/train/extracted/train/images/870.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/870.xml,PC,PC:1,1,road_marking:1,yes,19658aeb413a868dc960caf75bcee5724281dc293200e42905fe806034f966f4,,unique,audited_source_training_record,pre_split_source_candidate
870a,data/raw/v2/ceymo/train/extracted/train/images/870a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/870a.xml,PC,PC:1,1,road_marking:1,yes,01ca04f05319dc6264cb8b4e1903001fed2e390619e87537481eada7c40ea69e,,unique,audited_source_training_record,pre_split_source_candidate
871,data/raw/v2/ceymo/train/extracted/train/images/871.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/871.xml,JB,JB:1,1,road_marking:1,yes,c13bfaef6475cb7d7b0422a07135b77ea62a8b3b339233cbc209a674f6bd0250,,unique,audited_source_training_record,pre_split_source_candidate
871a,data/raw/v2/ceymo/train/extracted/train/images/871a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/871a.xml,JB,JB:1,1,road_marking:1,yes,715fc0046b8301e8c4eaaa1f9683a3be98fb2c3ee4d2084c9d80a56da8fc8e49,,unique,audited_source_training_record,pre_split_source_candidate
871b,data/raw/v2/ceymo/train/extracted/train/images/871b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/871b.xml,JB,JB:1,1,road_marking:1,yes,0d1a33aa7a0cbc83d9deb7331964c379e9c1c1b265aa3f4a68ce93c72eee1421,,unique,audited_source_training_record,pre_split_source_candidate
871c,data/raw/v2/ceymo/train/extracted/train/images/871c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/871c.xml,JB,JB:1,1,road_marking:1,yes,adb3c2be3a30f1b166fc64c1553c7ac2589cd03a09ff3347426d122d2ab9bdf8,,unique,audited_source_training_record,pre_split_source_candidate
873,data/raw/v2/ceymo/train/extracted/train/images/873.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/873.xml,JB,JB:1,1,road_marking:1,yes,2510f878ce3be6af539d943bdd54d0d302173eec6d5addca00be7c30ff027c20,,unique,audited_source_training_record,pre_split_source_candidate
873a,data/raw/v2/ceymo/train/extracted/train/images/873a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/873a.xml,JB,JB:1,1,road_marking:1,yes,8e32ba8daa701d1082276ccd10f94e6e4be85330588fb3f4c71bec46a0c11667,,unique,audited_source_training_record,pre_split_source_candidate
873b,data/raw/v2/ceymo/train/extracted/train/images/873b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/873b.xml,JB,JB:1,1,road_marking:1,yes,8351dde0e2b9e0bfa01c05d7b7dca4e066c74b53b491118ddf54197f8dd52b1e,,unique,audited_source_training_record,pre_split_source_candidate
873c,data/raw/v2/ceymo/train/extracted/train/images/873c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/873c.xml,JB,JB:1,1,road_marking:1,yes,b975f3e9029b6985ad376e75b1933b182093d7574d5a3de178b988c7ef651272,,unique,audited_source_training_record,pre_split_source_candidate
874,data/raw/v2/ceymo/train/extracted/train/images/874.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/874.xml,JB,JB:1,1,road_marking:1,yes,3f4e6593100c8635e7ff917eec04c51c9778089c0a20717d6e0ea1b2c0b31933,,unique,audited_source_training_record,pre_split_source_candidate
874a,data/raw/v2/ceymo/train/extracted/train/images/874a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/874a.xml,JB,JB:1,1,road_marking:1,yes,9af0259cee6ba43fcce9f0b31d5fff937aea3d24d195405d9db8d5c5dc738af3,,unique,audited_source_training_record,pre_split_source_candidate
874b,data/raw/v2/ceymo/train/extracted/train/images/874b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/874b.xml,JB,JB:1,1,road_marking:1,yes,0500c16506c673089fff635cd59b261bcc982dea6481af3db6dd7c1c9da0f3a6,,unique,audited_source_training_record,pre_split_source_candidate
874c,data/raw/v2/ceymo/train/extracted/train/images/874c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/874c.xml,JB,JB:1,1,road_marking:1,yes,b22e6d2ac235992658e72e58501f2acdafaf263b557c87ff879a6d185796c75d,,unique,audited_source_training_record,pre_split_source_candidate
874d,data/raw/v2/ceymo/train/extracted/train/images/874d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/874d.xml,JB,JB:1,1,road_marking:1,yes,40f05292952bf23e610149c5abf6923dbeff16add4aebfbd110c15d013c1ba19,,unique,audited_source_training_record,pre_split_source_candidate
875,data/raw/v2/ceymo/train/extracted/train/images/875.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/875.xml,JB,JB:1,1,road_marking:1,yes,133a789cdf5af83df12570eb2a9627ace1d75dbd3464de00a526e01223d1fadb,,unique,audited_source_training_record,pre_split_source_candidate
875a,data/raw/v2/ceymo/train/extracted/train/images/875a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/875a.xml,JB,JB:1,1,road_marking:1,yes,8839a8592dc536e7796db446197c593a21fd43830c9bc8e763ea3aa55a7dc03d,,unique,audited_source_training_record,pre_split_source_candidate
875b,data/raw/v2/ceymo/train/extracted/train/images/875b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/875b.xml,JB,JB:1,1,road_marking:1,yes,c60fd4cfb93c659bac6b52c3f3c9bde49ae8ac8e640f966df1e4b9a5fddbe1cf,,unique,audited_source_training_record,pre_split_source_candidate
876,data/raw/v2/ceymo/train/extracted/train/images/876.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/876.xml,PC,PC:1,1,road_marking:1,yes,2ebbd111c91e23b74beaf7b2da6cefc87e45f5db96e5d45523a962277fdd0ea9,,unique,audited_source_training_record,pre_split_source_candidate
877,data/raw/v2/ceymo/train/extracted/train/images/877.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/877.xml,SA,SA:1,1,road_marking:1,yes,e4a48ff28352655fc27d2fd967fb7da2e3b48a041abd81b4f0c81adf774a3c07,,unique,audited_source_training_record,pre_split_source_candidate
877a,data/raw/v2/ceymo/train/extracted/train/images/877a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/877a.xml,SA,SA:1,1,road_marking:1,yes,3166608b39c3a568dd2eb66996da14de443662691c38b34aa2ee9beab909395c,,unique,audited_source_training_record,pre_split_source_candidate
877b,data/raw/v2/ceymo/train/extracted/train/images/877b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/877b.xml,SA,SA:1,1,road_marking:1,yes,fdb510c1848b80f5be108bdbc8b3520da1bf2dc1f0ed53fce9b2d64789170d1a,,unique,audited_source_training_record,pre_split_source_candidate
878,data/raw/v2/ceymo/train/extracted/train/images/878.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/878.xml,SA,SA:1,1,road_marking:1,yes,4e1652316babf9caefd4e95ad8ab335baab8f1c73aa8d44702480fd9881b98bc,,unique,audited_source_training_record,pre_split_source_candidate
878a,data/raw/v2/ceymo/train/extracted/train/images/878a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/878a.xml,SA,SA:1,1,road_marking:1,yes,217eee73a48b2b9a9fb176e777683e972332bee482acb8c602309253137c10e0,,unique,audited_source_training_record,pre_split_source_candidate
878b,data/raw/v2/ceymo/train/extracted/train/images/878b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/878b.xml,SA,SA:1,1,road_marking:1,yes,d0dbf51e868262e7e83eafd259cc1253703dfc99742283a3024b201536872c7c,,unique,audited_source_training_record,pre_split_source_candidate
878c,data/raw/v2/ceymo/train/extracted/train/images/878c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/878c.xml,SA,SA:1,1,road_marking:1,yes,b1929948f4e348fb7d2ecc1e155ae3cf760f418c9ff2ac7f2666b6d1a758e2db,,unique,audited_source_training_record,pre_split_source_candidate
878d,data/raw/v2/ceymo/train/extracted/train/images/878d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/878d.xml,SA,SA:1,1,road_marking:1,yes,e4c60f0804533977749c1f6295ca253756b78e4a61b8a282ada391457651c380,,unique,audited_source_training_record,pre_split_source_candidate
879,data/raw/v2/ceymo/train/extracted/train/images/879.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/879.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,fef48a783fa19aafbe7268ad39dde121976f88fb4bf9939a279414799ec9417b,,unique,audited_source_training_record,pre_split_source_candidate
879a,data/raw/v2/ceymo/train/extracted/train/images/879a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/879a.xml,SA,SA:1,1,road_marking:1,yes,7086db98d40c23131ba0066cc222e1ff9ae7d425050a980d3730aa92e70def85,,unique,audited_source_training_record,pre_split_source_candidate
879b,data/raw/v2/ceymo/train/extracted/train/images/879b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/879b.xml,SA,SA:1,1,road_marking:1,yes,4b0cd9accf1149f51b58f87abfc562a4eb06c7950ba78fb9fff6bead33975e4f,,unique,audited_source_training_record,pre_split_source_candidate
879c,data/raw/v2/ceymo/train/extracted/train/images/879c.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/879c.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,2a6bfc595de905c8e3af63f6d9ad902d2d0b9af8e0c98f772d0c51f332d97c59,,unique,audited_source_training_record,pre_split_source_candidate
879d,data/raw/v2/ceymo/train/extracted/train/images/879d.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/879d.xml,SA;SLA,SA:1;SLA:1,2,road_marking:2,yes,8ef4dd8d04bf9db0f5ae9d9c8d91b1893beea3e39aef52e6d91beede50201914,,unique,audited_source_training_record,pre_split_source_candidate
87a,data/raw/v2/ceymo/train/extracted/train/images/87a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/87a.xml,PC,PC:1,1,road_marking:1,yes,8d83be1f82004a51347a1c40e0a2630d11440b9bbc64db9402ead08f48056a0a,,unique,audited_source_training_record,pre_split_source_candidate
88,data/raw/v2/ceymo/train/extracted/train/images/88.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/88.xml,PC,PC:1,1,road_marking:1,yes,4a5e44637612565764fef808a7b26c3393ac65a53d9d4ee1b71cbcd78541b690,,unique,audited_source_training_record,pre_split_source_candidate
880,data/raw/v2/ceymo/train/extracted/train/images/880.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/880.xml,SLA,SLA:1,1,road_marking:1,yes,29fd823d11063f8d6e1245da32dd884dcaf4e5bf363ca0e6a81a9d06f41e6b7e,,unique,audited_source_training_record,pre_split_source_candidate
881,data/raw/v2/ceymo/train/extracted/train/images/881.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/881.xml,PC,PC:1,1,road_marking:1,yes,42ebf24223a8cc2aaf3f69534b6f2f8567a699eb735d79cdb2832cde0844a4af,,unique,audited_source_training_record,pre_split_source_candidate
881a,data/raw/v2/ceymo/train/extracted/train/images/881a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/881a.xml,PC,PC:1,1,road_marking:1,yes,f5bde037c8a128730c297d02ec90295f0db508cd000a6add1a21f237eca0e55a,,unique,audited_source_training_record,pre_split_source_candidate
882,data/raw/v2/ceymo/train/extracted/train/images/882.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/882.xml,PC,PC:1,1,road_marking:1,yes,915d6e3dc3c560c82054c3b15a406ae208c5926b8c96055769d237e7148a5294,,unique,audited_source_training_record,pre_split_source_candidate
882a,data/raw/v2/ceymo/train/extracted/train/images/882a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/882a.xml,PC,PC:1,1,road_marking:1,yes,d9bafe96526bc503b360412d4cdfb058fab4e2dc56338f7f057e2c2967d7cd8e,,unique,audited_source_training_record,pre_split_source_candidate
883,data/raw/v2/ceymo/train/extracted/train/images/883.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/883.xml,PC,PC:1,1,road_marking:1,yes,ac702d25598d0fc06e3c18cab7903768548250e7aeb4423c98a7824f9511e948,,unique,audited_source_training_record,pre_split_source_candidate
883a,data/raw/v2/ceymo/train/extracted/train/images/883a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/883a.xml,PC,PC:1,1,road_marking:1,yes,3c94e7eba0d04333ea77f500cdd0307da61dba7817d2a803b40e275e33b3456c,,unique,audited_source_training_record,pre_split_source_candidate
884,data/raw/v2/ceymo/train/extracted/train/images/884.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/884.xml,PC,PC:1,1,road_marking:1,yes,fe84865cafaaf5c48ee0e96aa7ea465bd0a9f910cdf7b9accd901bb1c057cebd,,unique,audited_source_training_record,pre_split_source_candidate
884a,data/raw/v2/ceymo/train/extracted/train/images/884a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/884a.xml,PC,PC:1,1,road_marking:1,yes,c089903802463d0e924781cadf3ed148eef6d99d6fa383349de806589e041f4c,,unique,audited_source_training_record,pre_split_source_candidate
885,data/raw/v2/ceymo/train/extracted/train/images/885.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/885.xml,PC,PC:1,1,road_marking:1,yes,99a7e429917ce5684ab395dbde22dc4694c4df28e0a92eaa3d7a58b43356a988,,unique,audited_source_training_record,pre_split_source_candidate
885a,data/raw/v2/ceymo/train/extracted/train/images/885a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/885a.xml,PC,PC:1,1,road_marking:1,yes,b9f4623c4d18579aa01741b5238de31b43922223c4cba0c1a07dea200396b0b0,,unique,audited_source_training_record,pre_split_source_candidate
886,data/raw/v2/ceymo/train/extracted/train/images/886.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/886.xml,PC,PC:1,1,road_marking:1,yes,b714366b7f64eb596c8dc356a84aff88d6f5fe1e0cd62880fbf005b5a69403e9,,unique,audited_source_training_record,pre_split_source_candidate
886a,data/raw/v2/ceymo/train/extracted/train/images/886a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/886a.xml,PC,PC:1,1,road_marking:1,yes,18469cf0704e02fb55ee1d34b5851e6a54185440a85c7fa245ed94218a0f1b66,,unique,audited_source_training_record,pre_split_source_candidate
887,data/raw/v2/ceymo/train/extracted/train/images/887.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/887.xml,PC,PC:1,1,road_marking:1,yes,2fe6ecdda1d4449eccdbe69f37df42fe12bfc326393fa2388d6e3411686677a5,,unique,audited_source_training_record,pre_split_source_candidate
888,data/raw/v2/ceymo/train/extracted/train/images/888.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/888.xml,PC,PC:1,1,road_marking:1,yes,c47061c871e59e37be4fc5513e2ce1823d8dae7e17d91868c918378ef1dc562a,,unique,audited_source_training_record,pre_split_source_candidate
889,data/raw/v2/ceymo/train/extracted/train/images/889.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/889.xml,DM,DM:2,2,road_marking:2,yes,35a8598411beded5e45dd6c85b218f5342ec2fa470593a1321d4b949a9f8c5cf,,unique,audited_source_training_record,pre_split_source_candidate
889a,data/raw/v2/ceymo/train/extracted/train/images/889a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/889a.xml,DM,DM:2,2,road_marking:2,yes,9d47f6bc63d6a0870275227311d222a55cd05c89f57eee79798df8140a71c45b,,unique,audited_source_training_record,pre_split_source_candidate
889b,data/raw/v2/ceymo/train/extracted/train/images/889b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/889b.xml,DM,DM:2,2,road_marking:2,yes,1052608a30173c953fa3bdccb33aef1d7a6143b73181ba2a771468263366cc12,,unique,audited_source_training_record,pre_split_source_candidate
88a,data/raw/v2/ceymo/train/extracted/train/images/88a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/88a.xml,PC,PC:1,1,road_marking:1,yes,dd848434f2696e6337734b4aab402e355e3c9ca3021fb7a759eff5587c5d29d3,,unique,audited_source_training_record,pre_split_source_candidate
88b,data/raw/v2/ceymo/train/extracted/train/images/88b.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/88b.xml,PC,PC:1,1,road_marking:1,yes,d58605882cbca220d4e8b14f1d1af7994301f5dda33f19cd58d127c9c7555c96,,unique,audited_source_training_record,pre_split_source_candidate
89,data/raw/v2/ceymo/train/extracted/train/images/89.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/89.xml,PC,PC:1,1,road_marking:1,yes,62fd7ec98224b329b8992cccfbea26dc3fa7f2cfc9da0e2e5ec9b83efc94e45c,,unique,audited_source_training_record,pre_split_source_candidate
89a,data/raw/v2/ceymo/train/extracted/train/images/89a.jpg,data/raw/v2/ceymo/train/extracted/train/bbox_annotations/89a.xml,PC,PC:1,1,road_marking:1,yes,5570cb5b270602acf3a59de90c8274a47c6536a8b5b78cb1ff85312bdad9e5f1,,unique,audited_source_training_record,pre_split_source_candidate
